id,tool_name,frequency_id
1453,Python,Often
1453,R,Sometimes
1453,Tensor_Flow,Sometimes
1454,Python,Often
1454,R,Most of the time
1454,Select1,Most of the time
1454,Select2,Sometimes
1455,C,Most of the time
1455,Perl,Often
1455,Python,Most of the time
1455,R,Often
1455,Tensor_Flow,Most of the time
1456,Flume,Sometimes
1456,Hadoop,Sometimes
1456,Java,Often
1456,Python,Most of the time
1456,Spark,Sometimes
1456,Tableau,Sometimes
1456,Select2,Most of the time
1457,C,Rarely
1457,Jupyter,Often
1457,MATLAB,Sometimes
1457,Python,Most of the time
1457,R,Often
1457,Tableau,Often
1457,Tensor_Flow,Often
1458,C,Often
1458,Hadoop,Often
1458,Java,Often
1458,Jupyter,Often
1458,MATLAB,Often
1458,Python,Often
1458,Spark,Often
1458,SQL,Often
1458,Tensor_Flow,Often
1458,Unix,Often
1459,AWS,Most of the time
1459,IBMSPSSModeler,Rarely
1459,Jupyter,Sometimes
1459,Python,Sometimes
1459,R,Most of the time
1459,Tableau,Most of the time
1460,Java,Rarely
1460,No_SQL,Rarely
1460,Python,Sometimes
1460,R,Most of the time
1460,SQL,Sometimes
1461,Amazon_ML,Rarely
1461,AWS,Rarely
1461,Flume,Rarely
1461,Hadoop,Rarely
1461,IBMSPSSStatistics,Rarely
1461,Jupyter,Rarely
1461,No_SQL,Rarely
1461,Python,Rarely
1461,Qlik,Rarely
1461,Rapid_Miner_Free,Rarely
1461,SAPBusiness_Objects,Sometimes
1461,Statistica,Rarely
1461,Tableau,Rarely
1463,C,Often
1463,Java,Often
1463,No_SQL,Sometimes
1463,Python,Most of the time
1463,R,Sometimes
1463,SQL,Most of the time
1463,Tensor_Flow,Sometimes
1463,Unix,Most of the time
1465,Amazon_ML,Often
1465,C,Sometimes
1467,C,Sometimes
1467,Java,Sometimes
1467,MATLAB,Most of the time
1467,Python,Sometimes
1468,C,Most of the time
1468,MATLAB,Rarely
1468,Python,Rarely
1469,Jupyter,Sometimes
1469,Python,Sometimes
1469,R,Most of the time
1469,SQL,Rarely
1469,Unix,Often
1470,AWS,Often
1470,Hadoop,Sometimes
1470,Jupyter,Most of the time
1470,Python,Most of the time
1470,R,Rarely
1470,Spark,Sometimes
1470,Unix,Often
1471,Jupyter,Rarely
1471,Azure,Rarely
1471,Excel,Often
1471,Microsoft_RServer,Rarely
1471,R,Sometimes
1471,SQL,Sometimes
1471,Tableau,Often
1471,Tensor_Flow,Rarely
1472,SASBase,Most of the time
1472,Tableau,Most of the time
1472,Select1,Most of the time
1473,AWS,Most of the time
1473,Jupyter,Most of the time
1473,Python,Most of the time
1473,SQL,Sometimes
1474,Python,Rarely
1474,Qlik,Most of the time
1474,R,Sometimes
1474,SASBase,Sometimes
1474,SQL,Often
1476,Julia,Sometimes
1476,Jupyter,Sometimes
1476,No_SQL,Often
1476,Python,Most of the time
1476,R,Rarely
1476,Spark,Sometimes
1476,Tableau,Sometimes
1481,Python,Often
1481,R,Sometimes
1481,SAPBusiness_Objects,Rarely
1481,SQL,Often
1482,Python,Most of the time
1482,R,Often
1482,SQL,Rarely
1483,Python,Most of the time
1483,Tableau,Rarely
1483,Select1,Most of the time
1484,C,Rarely
1484,IBMSPSSStatistics,Sometimes
1484,Java,Sometimes
1484,Excel,Sometimes
1484,Python,Often
1484,R,Sometimes
1484,SASBase,Rarely
1486,R,Often
1490,Cloudera,Often
1490,Jupyter,Most of the time
1490,MATLAB,Rarely
1490,Python,Most of the time
1490,Stan,Sometimes
1490,Tensor_Flow,Sometimes
1490,Unix,Sometimes
1491,Python,Most of the time
1491,Tensor_Flow,Rarely
1492,Java,Rarely
1492,Microsoft_RServer,Sometimes
1492,Python,Sometimes
1492,R,Most of the time
1493,C,Sometimes
1493,IBMSPSSStatistics,Rarely
1493,Java,Often
1493,Jupyter,Often
1493,Python,Often
1493,R,Often
1493,Tensor_Flow,Sometimes
1493,Unix,Sometimes
1494,Cloudera,Often
1494,Hadoop,Often
1494,Jupyter,Most of the time
1494,Azure,Sometimes
1494,Excel,Most of the time
1494,No_SQL,Most of the time
1494,Python,Most of the time
1494,Spark,Often
1494,SQL,Most of the time
1494,Tableau,Often
1495,AWS,Most of the time
1495,IBMSPSSModeler,Often
1495,IBMSPSSStatistics,Often
1495,Perl,Often
1495,Python,Often
1495,R,Often
1495,SASBase,Often
1495,SQL,Most of the time
1496,AWS,Rarely
1496,C,Sometimes
1496,Hadoop,Rarely
1496,Jupyter,Often
1496,Python,Most of the time
1496,R,Sometimes
1496,SQL,Often
1496,Tensor_Flow,Often
1496,Unix,Most of the time
1497,Java,Most of the time
1497,Jupyter,Most of the time
1497,No_SQL,Most of the time
1497,Python,Most of the time
1497,R,Often
1497,Spark,Often
1497,SQL,Most of the time
1497,Select1,Most of the time
1497,Select2,Most of the time
1498,C,Sometimes
1498,Mathematica,Rarely
1498,Python,Most of the time
1498,SASBase,Sometimes
1498,SASEnterprise,Sometimes
1498,SQL,Sometimes
1500,Hadoop,Often
1500,Jupyter,Most of the time
1500,KNIMEFree,Most of the time
1500,Excel,Most of the time
1500,No_SQL,Most of the time
1500,Orange,Most of the time
1500,Python,Most of the time
1500,R,Most of the time
1500,Rapid_Miner_Free,Often
1500,SQL,Often
1500,Tensor_Flow,Most of the time
1500,Unix,Often
1501,AWS,Often
1501,GCP,Often
1501,Java,Sometimes
1501,Jupyter,Most of the time
1501,Python,Most of the time
1501,Spark,Sometimes
1501,SQL,Most of the time
1501,Tableau,Sometimes
1501,Tensor_Flow,Most of the time
1502,C,Most of the time
1502,MATLAB,Most of the time
1502,Python,Sometimes
1502,R,Often
1502,Unix,Most of the time
1503,Hadoop,Sometimes
1503,Java,Sometimes
1503,Jupyter,Sometimes
1503,No_SQL,Sometimes
1503,Python,Often
1503,SQL,Often
1504,AWS,Sometimes
1504,C,Rarely
1504,GCP,Sometimes
1504,Java,Sometimes
1504,Jupyter,Most of the time
1504,Python,Most of the time
1504,R,Often
1504,Spark,Sometimes
1504,Tensor_Flow,Sometimes
1506,Jupyter,Often
1506,No_SQL,Often
1506,Python,Most of the time
1506,Tensor_Flow,Most of the time
1506,Unix,Most of the time
1508,Python,Most of the time
1508,R,Sometimes
1508,SQL,Sometimes
1508,Tensor_Flow,Often
1508,Unix,Often
1509,MATLAB,Rarely
1509,Excel,Sometimes
1509,Python,Rarely
1509,R,Most of the time
1511,MATLAB,Sometimes
1511,Python,Sometimes
1511,R,Often
1514,C,Most of the time
1514,Python,Often
1514,Tensor_Flow,Sometimes
1517,AWS,Sometimes
1517,Julia,Rarely
1517,Jupyter,Sometimes
1517,Python,Sometimes
1517,R,Rarely
1517,SQL,Rarely
1517,Tensor_Flow,Rarely
1517,Unix,Most of the time
1518,AWS,Often
1518,No_SQL,Sometimes
1518,Python,Most of the time
1518,Spark,Often
1518,SQL,Most of the time
1518,Unix,Most of the time
1521,IBMSPSSStatistics,Rarely
1521,R,Most of the time
1521,SASBase,Sometimes
1522,GCP,Often
1522,Jupyter,Often
1522,Azure,Rarely
1522,Python,Most of the time
1522,R,Sometimes
1522,SQL,Sometimes
1522,Tensor_Flow,Sometimes
1522,Unix,Most of the time
1523,Jupyter,Most of the time
1523,Python,Most of the time
1523,R,Sometimes
1525,C,Sometimes
1525,Jupyter,Often
1525,MATLAB,Often
1525,Azure,Often
1525,Microsoft_SQL,Sometimes
1525,Python,Most of the time
1525,Tensor_Flow,Most of the time
1526,AWS,Often
1526,Hadoop,Rarely
1526,Java,Rarely
1526,Jupyter,Often
1526,Azure,Often
1526,No_SQL,Sometimes
1526,Python,Most of the time
1526,SQL,Sometimes
1526,Unix,Often
1527,AWS,Sometimes
1527,Azure,Sometimes
1527,Python,Most of the time
1527,SQL,Most of the time
1527,Tensor_Flow,Rarely
1527,Select1,Most of the time
1529,Python,Most of the time
1530,Jupyter,Often
1530,Python,Most of the time
1530,Rapid_Miner_Free,Sometimes
1530,Spark,Sometimes
1530,SQL,Often
1531,MATLAB,Most of the time
1531,Statistica,Sometimes
1532,C,Most of the time
1532,GCP,Sometimes
1532,MATLAB,Most of the time
1532,R,Most of the time
1533,Java,Rarely
1533,Jupyter,Often
1533,Python,Most of the time
1533,R,Sometimes
1533,SQL,Sometimes
1534,Python,Most of the time
1535,Jupyter,Most of the time
1535,Python,Most of the time
1535,Tensor_Flow,Most of the time
1536,Jupyter,Most of the time
1536,Mathematica,Often
1536,MATLAB,Rarely
1536,Python,Most of the time
1536,R,Rarely
1536,Unix,Most of the time
1538,R,Most of the time
1539,Python,Often
1539,Tensor_Flow,Often
1540,C,Most of the time
1540,Java,Often
1540,Microsoft_SQL,Sometimes
1540,SQL,Most of the time
1541,C,Rarely
1541,GCP,Rarely
1541,Hadoop,Sometimes
1541,Python,Most of the time
1541,Spark,Rarely
1541,Tensor_Flow,Often
1541,Unix,Most of the time
1541,Select1,Sometimes
1542,C,Sometimes
1542,MATLAB,Sometimes
1542,Python,Often
1542,Tensor_Flow,Often
1542,Unix,Sometimes
1543,Hadoop,Sometimes
1543,Python,Often
1543,R,Often
1544,Cloudera,Sometimes
1544,Flume,Sometimes
1544,Hadoop,Sometimes
1544,Impala,Sometimes
1544,Java,Sometimes
1544,Jupyter,Often
1544,Mathematica,Rarely
1544,MATLAB,Most of the time
1544,Excel,Often
1544,Python,Often
1544,R,Often
1544,SQL,Often
1544,Tensor_Flow,Often
1546,Hadoop,Most of the time
1546,Java,Most of the time
1546,Jupyter,Often
1546,No_SQL,Most of the time
1546,Python,Sometimes
1546,R,Sometimes
1546,Spark,Most of the time
1546,SQL,Most of the time
1547,C,Rarely
1547,Python,Most of the time
1547,Select1,Most of the time
1547,Select2,Often
1548,Python,Most of the time
1548,R,Often
1548,SQL,Often
1548,Tableau,Sometimes
1548,Tensor_Flow,Often
1549,IBMWatson,Often
1549,No_SQL,Often
1549,Tensor_Flow,Rarely
1550,C,Rarely
1550,Jupyter,Most of the time
1550,Python,Often
1552,No_SQL,Rarely
1552,Python,Rarely
1552,R,Most of the time
1554,Java,Rarely
1554,Jupyter,Often
1554,Python,Most of the time
1554,R,Sometimes
1554,Unix,Most of the time
1555,Jupyter,Most of the time
1555,MATLAB,Sometimes
1555,Python,Most of the time
1555,SQL,Sometimes
1555,Tensor_Flow,Often
1555,Unix,Most of the time
1556,C,Sometimes
1556,Java,Often
1556,Python,Most of the time
1556,Tensor_Flow,Most of the time
1556,Select1,Often
1557,C,Sometimes
1557,Java,Sometimes
1557,MATLAB,Sometimes
1557,Python,Most of the time
1559,Jupyter,Most of the time
1559,Python,Most of the time
1559,R,Sometimes
1559,SQL,Often
1559,Tensor_Flow,Most of the time
1560,AWS,Rarely
1560,No_SQL,Sometimes
1560,Python,Rarely
1560,Qlik,Sometimes
1560,R,Most of the time
1560,SQL,Often
1560,Tensor_Flow,Sometimes
1561,MATLAB,Often
1561,Python,Often
1561,Tensor_Flow,Sometimes
1563,IBMSPSSStatistics,Most of the time
1564,C,Often
1564,GCP,Sometimes
1564,Java,Most of the time
1564,No_SQL,Often
1564,Python,Most of the time
1564,Tensor_Flow,Most of the time
1566,MATLAB,Most of the time
1566,Python,Rarely
1566,SQL,Most of the time
1567,Python,Most of the time
1567,R,Often
1567,SQL,Rarely
1568,MATLAB,Most of the time
1568,Python,Often
1568,R,Sometimes
1568,Unix,Most of the time
1569,Jupyter,Most of the time
1569,Python,Most of the time
1569,R,Sometimes
1569,SQL,Most of the time
1569,Stan,Sometimes
1569,Tensor_Flow,Sometimes
1569,Unix,Most of the time
1570,C,Sometimes
1570,Hadoop,Sometimes
1570,Java,Sometimes
1570,Jupyter,Most of the time
1570,MATLAB,Sometimes
1570,No_SQL,Most of the time
1570,Python,Most of the time
1570,Rapid_Miner_Free,Rarely
1570,Spark,Often
1570,SQL,Often
1570,Tensor_Flow,Most of the time
1571,Python,Most of the time
1571,Spark,Often
1571,SQL,Most of the time
1572,IBMSPSSStatistics,Rarely
1572,Java,Sometimes
1572,Python,Sometimes
1572,R,Most of the time
1572,SASJMP,Rarely
1573,Java,Sometimes
1573,MATLAB,Often
1573,Excel,Sometimes
1573,R,Sometimes
1573,SQL,Often
1573,Select1,Most of the time
1574,C,Rarely
1574,Jupyter,Most of the time
1574,Python,Most of the time
1574,Tensor_Flow,Sometimes
1574,Select1,Often
1574,Select2,Most of the time
1575,Flume,Sometimes
1575,Hadoop,Often
1575,Python,Most of the time
1575,R,Most of the time
1575,Spark,Often
1576,Python,Sometimes
1576,R,Often
1576,SASBase,Most of the time
1576,SASEnterprise,Most of the time
1576,SQL,Often
1576,Tableau,Sometimes
1576,Tensor_Flow,Rarely
1576,Unix,Often
1577,R,Most of the time
1578,Amazon_ML,Sometimes
1578,IBMWatson,Sometimes
1578,MATLAB,Often
1578,Azure,Sometimes
1578,Python,Most of the time
1578,Rapid_Miner_Commercial,Sometimes
1578,Rapid_Miner_Free,Often
1578,SAPBusiness_Objects,Sometimes
1578,SASJMP,Sometimes
1578,SQL,Often
1578,Tableau,Sometimes
1578,Tensor_Flow,Sometimes
1579,C,Rarely
1579,MATLAB,Sometimes
1579,Python,Most of the time
1580,GCP,Sometimes
1580,Jupyter,Most of the time
1580,Python,Most of the time
1580,R,Sometimes
1580,SQL,Most of the time
1581,R,Often
1581,SQL,Most of the time
1582,AWS,Rarely
1582,Cloudera,Rarely
1582,GCP,Rarely
1582,Hadoop,Rarely
1582,IBMWatson,Rarely
1582,Jupyter,Most of the time
1582,MATLAB,Sometimes
1582,Excel,Sometimes
1582,Microsoft_RServer,Sometimes
1582,Python,Most of the time
1582,R,Sometimes
1582,Tensor_Flow,Often
1582,Select1,Most of the time
1583,C,Sometimes
1583,Jupyter,Sometimes
1583,Python,Most of the time
1583,R,Sometimes
1583,SQL,Often
1583,Tensor_Flow,Often
1583,Unix,Often
1584,Cloudera,Most of the time
1584,Hadoop,Most of the time
1584,Jupyter,Rarely
1584,Python,Rarely
1584,SQL,Most of the time
1584,Tableau,Sometimes
1586,C,Most of the time
1586,Hadoop,Sometimes
1586,MATLAB,Most of the time
1586,No_SQL,Rarely
1586,Python,Most of the time
1586,R,Often
1586,Rapid_Miner_Commercial,Sometimes
1586,SQL,Most of the time
1587,IBMWatson,Often
1587,MATLAB,Often
1587,Python,Most of the time
1587,Tensor_Flow,Most of the time
1588,Excel,Rarely
1588,Python,Most of the time
1588,SQL,Sometimes
1588,Select1,Most of the time
1588,Select2,Most of the time
1589,C,Sometimes
1589,Excel,Most of the time
1589,Microsoft_SQL,Often
1589,R,Often
1589,SQL,Most of the time
1590,SASBase,Most of the time
1591,IBMCognos,Often
1591,Java,Sometimes
1591,KNIMEFree,Most of the time
1591,Excel,Most of the time
1591,Microsoft_SQL,Most of the time
1591,No_SQL,Often
1591,Orange,Sometimes
1591,Python,Sometimes
1591,R,Most of the time
1591,SAPBusiness_Objects,Often
1591,SQL,Most of the time
1592,Java,Rarely
1592,Jupyter,Most of the time
1592,No_SQL,Sometimes
1592,Python,Most of the time
1592,Spark,Sometimes
1593,C,Sometimes
1593,No_SQL,Most of the time
1593,Select1,Most of the time
1595,IBMCognos,Sometimes
1595,IBMSPSSStatistics,Sometimes
1595,Python,Most of the time
1595,R,Most of the time
1595,SASBase,Often
1595,Tableau,Often
1596,Python,Most of the time
1596,R,Most of the time
1597,C,Most of the time
1597,Java,Rarely
1597,Jupyter,Often
1597,Python,Often
1599,IBMSPSSStatistics,Most of the time
1599,Excel,Sometimes
1599,R,Sometimes
1600,AWS,Often
1600,Hadoop,Rarely
1600,Jupyter,Most of the time
1600,MATLAB,Sometimes
1600,Azure,Often
1600,Python,Most of the time
1600,R,Most of the time
1600,SQL,Most of the time
1600,Tableau,Often
1600,Tensor_Flow,Most of the time
1600,Unix,Most of the time
1601,Jupyter,Most of the time
1601,Python,Most of the time
1601,R,Often
1602,Amazon_ML,Rarely
1602,AWS,Rarely
1602,Azure,Most of the time
1602,Microsoft_RServer,Most of the time
1602,Python,Most of the time
1602,R,Most of the time
1602,Tensor_Flow,Sometimes
1603,C,Rarely
1603,Jupyter,Sometimes
1603,MATLAB,Rarely
1603,Python,Sometimes
1603,R,Most of the time
1603,Salfrod,Rarely
1603,SQL,Sometimes
1603,Tableau,Sometimes
1603,Tensor_Flow,Rarely
1603,TIBCO,Sometimes
1605,Hadoop,Sometimes
1605,Java,Often
1605,No_SQL,Sometimes
1605,Python,Most of the time
1605,R,Often
1606,GCP,Often
1606,Jupyter,Often
1606,Tensor_Flow,Often
1608,Jupyter,Sometimes
1608,Microsoft_SQL,Most of the time
1608,Python,Sometimes
1608,R,Most of the time
1611,C,Sometimes
1611,MATLAB,Often
1611,Microsoft_RServer,Most of the time
1611,Python,Most of the time
1611,R,Most of the time
1611,SQL,Often
1612,Amazon_ML,Sometimes
1612,Python,Most of the time
1613,AWS,Often
1613,Cloudera,Most of the time
1613,Flume,Most of the time
1613,GCP,Often
1613,Hadoop,Often
1613,Impala,Often
1613,Java,Most of the time
1613,Qlik,Most of the time
1613,R,Most of the time
1613,Spark,Most of the time
1613,SQL,Most of the time
1614,AWS,Rarely
1614,Jupyter,Sometimes
1614,Mathematica,Most of the time
1614,Python,Sometimes
1614,R,Sometimes
1614,Tensor_Flow,Sometimes
1617,Jupyter,Often
1617,Azure,Rarely
1617,No_SQL,Sometimes
1617,Python,Most of the time
1617,R,Sometimes
1617,Spark,Sometimes
1617,Tensor_Flow,Sometimes
1618,C,Often
1618,Python,Most of the time
1619,Jupyter,Sometimes
1619,Azure,Often
1619,Python,Most of the time
1619,R,Most of the time
1621,AWS,Often
1621,Jupyter,Most of the time
1621,Python,Most of the time
1621,Tensor_Flow,Sometimes
1622,IBMSPSSStatistics,Often
1622,R,Most of the time
1622,Tableau,Often
1623,MATLAB,Sometimes
1623,Python,Often
1624,AWS,Sometimes
1624,Jupyter,Most of the time
1624,Python,Most of the time
1624,R,Sometimes
1624,Tensor_Flow,Sometimes
1625,Java,Often
1625,Python,Often
1625,R,Rarely
1625,SQL,Often
1626,C,Most of the time
1626,MATLAB,Often
1626,Perl,Sometimes
1626,Python,Sometimes
1626,Unix,Most of the time
1627,AWS,Rarely
1627,Jupyter,Rarely
1627,Python,Rarely
1627,R,Most of the time
1627,SQL,Often
1628,Python,Most of the time
1628,R,Rarely
1628,Spark,Sometimes
1628,SQL,Sometimes
1628,Tensor_Flow,Sometimes
1629,IBMSPSSStatistics,Rarely
1629,Excel,Often
1629,R,Most of the time
1629,SASBase,Most of the time
1629,SASEnterprise,Most of the time
1629,SQL,Often
1630,IBMWatson,Sometimes
1630,Impala,Often
1630,Jupyter,Sometimes
1630,Excel,Sometimes
1630,Microsoft_SQL,Sometimes
1630,No_SQL,Sometimes
1630,Qlik,Sometimes
1630,R,Often
1630,SASEnterprise,Often
1630,SQL,Often
1630,Tableau,Often
1632,R,Most of the time
1632,SQL,Most of the time
1633,Python,Sometimes
1633,R,Most of the time
1633,SQL,Most of the time
1633,Unix,Often
1634,C,Sometimes
1634,Python,Most of the time
1634,Tensor_Flow,Sometimes
1635,AWS,Sometimes
1635,MATLAB,Rarely
1635,Python,Sometimes
1635,R,Most of the time
1635,SQL,Sometimes
1635,Tableau,Often
1635,TIBCO,Often
1637,AWS,Most of the time
1637,Flume,Often
1637,Java,Most of the time
1637,Jupyter,Often
1637,Python,Often
1637,Tensor_Flow,Sometimes
1637,Unix,Most of the time
1640,Python,Often
1641,Amazon_ML,Often
1641,GCP,Often
1641,Jupyter,Most of the time
1641,Python,Often
1641,SQL,Sometimes
1641,Tableau,Sometimes
1641,Tensor_Flow,Often
1644,C,Often
1644,Java,Often
1644,MATLAB,Most of the time
1644,Tensor_Flow,Sometimes
1646,R,Most of the time
1647,Azure,Most of the time
1647,Rapid_Miner_Commercial,Often
1647,Salfrod,Often
1648,R,Most of the time
1648,Unix,Most of the time
1649,Impala,Often
1649,Java,Sometimes
1649,Jupyter,Most of the time
1649,Excel,Most of the time
1649,Microsoft_SQL,Sometimes
1649,Python,Most of the time
1649,Qlik,Sometimes
1649,R,Often
1649,SQL,Most of the time
1649,Tableau,Often
1650,C,Sometimes
1650,Java,Sometimes
1650,Mathematica,Sometimes
1650,MATLAB,Sometimes
1650,Perl,Rarely
1650,Python,Often
1650,SQL,Often
1650,Unix,Most of the time
1651,IBMSPSSModeler,Most of the time
1651,R,Sometimes
1651,SASEnterprise,Most of the time
1651,Tableau,Rarely
1652,Amazon_ML,Sometimes
1652,AWS,Often
1652,C,Most of the time
1652,Cloudera,Sometimes
1652,Hadoop,Often
1652,IBMSPSSStatistics,Sometimes
1652,IBMWatson,Sometimes
1652,Mathematica,Most of the time
1652,MATLAB,Most of the time
1652,Azure,Most of the time
1652,Excel,Most of the time
1652,Microsoft_SQL,Sometimes
1652,No_SQL,Often
1652,Perl,Often
1652,Python,Most of the time
1652,Qlik,Often
1652,R,Most of the time
1652,Rapid_Miner_Free,Rarely
1652,Spark,Rarely
1652,SQL,Most of the time
1652,Tableau,Often
1652,TIBCO,Rarely
1654,Amazon_ML,Often
1654,AWS,Often
1654,C,Often
1654,Java,Often
1654,MATLAB,Most of the time
1654,Python,Most of the time
1654,SQL,Often
1654,Tensor_Flow,Often
1656,C,Rarely
1656,Java,Often
1656,Julia,Most of the time
1656,Jupyter,Sometimes
1656,KNIMEFree,Often
1656,Python,Sometimes
1656,R,Often
1656,Tensor_Flow,Sometimes
1656,Unix,Most of the time
1657,C,Rarely
1657,IBMSPSSModeler,Often
1657,IBMSPSSStatistics,Often
1657,Java,Sometimes
1657,MATLAB,Sometimes
1657,Excel,Often
1657,Minitab,Rarely
1657,Perl,Rarely
1657,Python,Sometimes
1657,R,Most of the time
1657,SQL,Often
1657,Tableau,Sometimes
1658,Jupyter,Most of the time
1658,Python,Most of the time
1658,R,Most of the time
1658,Stan,Sometimes
1658,Unix,Most of the time
1659,Jupyter,Often
1659,Python,Often
1659,R,Most of the time
1660,No_SQL,Most of the time
1660,Python,Sometimes
1660,R,Most of the time
1660,Spark,Often
1660,SQL,Most of the time
1661,GCP,Rarely
1662,AWS,Most of the time
1662,No_SQL,Rarely
1662,Python,Often
1662,R,Most of the time
1662,SQL,Most of the time
1662,Tensor_Flow,Rarely
1663,Hadoop,Often
1663,Java,Most of the time
1663,Jupyter,Often
1663,Python,Often
1663,Unix,Most of the time
1665,Amazon_ML,Often
1665,AWS,Most of the time
1665,Java,Most of the time
1665,Jupyter,Sometimes
1665,No_SQL,Rarely
1665,Python,Most of the time
1665,Spark,Sometimes
1665,SQL,Often
1666,Data_Robot,Often
1666,Hadoop,Often
1666,Python,Often
1667,Jupyter,Most of the time
1667,MATLAB,Most of the time
1667,Python,Most of the time
1667,Tensor_Flow,Most of the time
1669,Python,Most of the time
1669,R,Most of the time
1669,Spark,Sometimes
1669,SQL,Sometimes
1669,Tensor_Flow,Often
1669,Unix,Often
1669,Select1,Most of the time
1670,Python,Most of the time
1672,AWS,Sometimes
1672,C,Sometimes
1672,No_SQL,Often
1672,Python,Most of the time
1672,SQL,Sometimes
1672,Tensor_Flow,Most of the time
1672,Unix,Most of the time
1673,Microsoft_SQL,Sometimes
1673,Python,Sometimes
1673,R,Often
1673,SQL,Most of the time
1674,MATLAB,Sometimes
1674,No_SQL,Often
1674,Python,Most of the time
1674,SQL,Often
1674,Unix,Often
1675,C,Sometimes
1675,Python,Most of the time
1676,Julia,Often
1676,Python,Often
1677,Python,Most of the time
1677,SQL,Sometimes
1677,Unix,Sometimes
1678,No_SQL,Sometimes
1678,Perl,Often
1678,R,Often
1678,Tensor_Flow,Sometimes
1680,C,Sometimes
1680,Python,Most of the time
1680,Tensor_Flow,Often
1681,AWS,Most of the time
1681,Java,Most of the time
1681,MATLAB,Most of the time
1681,Excel,Most of the time
1681,No_SQL,Most of the time
1681,Python,Most of the time
1681,R,Most of the time
1681,SQL,Most of the time
1681,Tableau,Most of the time
1681,Unix,Most of the time
1683,C,Rarely
1683,Jupyter,Sometimes
1683,Perl,Sometimes
1683,Python,Often
1683,R,Often
1683,SQL,Rarely
1684,C,Often
1684,Jupyter,Most of the time
1684,MATLAB,Sometimes
1684,Tensor_Flow,Often
1685,AWS,Often
1685,Jupyter,Most of the time
1685,Python,Most of the time
1685,SQL,Often
1685,Tensor_Flow,Most of the time
1686,Amazon_ML,Most of the time
1686,AWS,Most of the time
1686,C,Often
1686,Cloudera,Often
1686,Hadoop,Sometimes
1686,Jupyter,Most of the time
1686,Mathematica,Often
1686,MATLAB,Often
1686,Azure,Often
1686,Excel,Often
1686,No_SQL,Often
1686,Python,Most of the time
1686,R,Often
1686,SASBase,Sometimes
1686,Spark,Often
1686,SQL,Often
1686,Tableau,Often
1686,Tensor_Flow,Most of the time
1686,Unix,Often
1688,Python,Most of the time
1688,R,Sometimes
1689,C,Sometimes
1689,Python,Most of the time
1690,Java,Rarely
1690,Jupyter,Most of the time
1690,No_SQL,Often
1690,Python,Most of the time
1690,R,Most of the time
1690,Spark,Most of the time
1690,Tableau,Rarely
1690,Select1,Often
1691,C,Rarely
1691,Jupyter,Most of the time
1691,MATLAB,Sometimes
1691,Python,Most of the time
1693,AWS,Sometimes
1693,C,Rarely
1693,Python,Most of the time
1693,R,Often
1693,SQL,Rarely
1693,Unix,Most of the time
1695,Java,Sometimes
1695,KNIMEFree,Often
1695,Python,Most of the time
1695,SQL,Often
1695,Select1,Often
1695,Select2,Most of the time
1696,Jupyter,Most of the time
1696,Python,Most of the time
1696,R,Sometimes
1696,SQL,Often
1696,Tableau,Sometimes
1697,Java,Sometimes
1697,No_SQL,Sometimes
1697,Oracle,Often
1697,Python,Most of the time
1697,Spark,Often
1697,SQL,Most of the time
1697,Tensor_Flow,Often
1699,AWS,Sometimes
1699,Excel,Sometimes
1699,Minitab,Rarely
1699,Python,Sometimes
1699,R,Most of the time
1699,SQL,Sometimes
1699,Tableau,Sometimes
1700,Python,Most of the time
1700,Tensor_Flow,Most of the time
1701,Jupyter,Most of the time
1701,Mathematica,Most of the time
1701,MATLAB,Often
1701,Microsoft_RServer,Rarely
1701,Microsoft_SQL,Rarely
1701,Python,Often
1701,R,Often
1701,SQL,Most of the time
1701,Tensor_Flow,Rarely
1702,C,Often
1702,Java,Sometimes
1702,Jupyter,Most of the time
1702,Python,Most of the time
1702,R,Most of the time
1702,Tableau,Often
1702,Tensor_Flow,Most of the time
1703,Cloudera,Rarely
1703,MATLAB,Most of the time
1703,Python,Most of the time
1703,R,Most of the time
1703,Tensor_Flow,Most of the time
1704,C,Often
1704,Jupyter,Most of the time
1704,MATLAB,Often
1704,Azure,Most of the time
1704,Excel,Often
1704,Python,Most of the time
1704,R,Most of the time
1704,SQL,Most of the time
1704,Tensor_Flow,Most of the time
1704,Unix,Often
1705,R,Often
1705,Tableau,Often
1705,Select1,Most of the time
1706,Java,Often
1706,Jupyter,Sometimes
1706,Python,Sometimes
1706,SQL,Sometimes
1706,Unix,Sometimes
1707,Jupyter,Sometimes
1707,Python,Most of the time
1707,R,Sometimes
1708,AWS,Rarely
1708,Microsoft_SQL,Often
1708,Minitab,Often
1708,Rapid_Miner_Commercial,Often
1708,Stan,Most of the time
1708,Tensor_Flow,Often
1709,Oracle,Often
1709,R,Most of the time
1710,Java,Often
1710,No_SQL,Often
1710,Python,Often
1710,SQL,Often
1710,Tensor_Flow,Sometimes
1711,IBMCognos,Sometimes
1711,IBMSPSSModeler,Most of the time
1711,IBMSPSSStatistics,Most of the time
1711,Jupyter,Often
1711,Python,Often
1711,R,Often
1711,SQL,Most of the time
1712,Java,Most of the time
1712,Jupyter,Often
1712,MATLAB,Most of the time
1712,Python,Often
1712,R,Sometimes
1712,SQL,Rarely
1716,KNIMEFree,Sometimes
1716,Microsoft_RServer,Rarely
1716,Qlik,Often
1716,Select2,Most of the time
1717,Jupyter,Sometimes
